EventID,Multiplicity,Hits_Board1,Hits_Board2,Mean_ADC
4512,19,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 19, 20, 21, 22, 23]",[1],7707.315789473684
4520,1,[35],[],8174.0
4522,2,[9],[42],7462.0
4528,0,[],[],0
4532,2,[44],[10],7285.5
4537,2,[16],[63],7515.5
4538,0,[],[],0
4548,0,[],[],0
4550,1,[17],[],8136.0
4553,1,[17],[],8136.0
4567,7,[3],"[27, 30, 31, 32, 33, 35]",7647.142857142857
4572,2,[19],[14],8048.5
4576,1,[15],[],8126.0
4583,4,[1],"[23, 24, 35]",7007.0
4614,1,[6],[],8178.0
4615,2,[16],[55],8048.5
4618,2,[5],[58],6980.0
4622,4,"[3, 50, 51]",[51],6831.0
4624,4,[15],"[44, 45, 46]",7797.0
4629,0,[],[],0
4637,3,[8],"[6, 34]",7071.0
4641,1,[],[14],8191.0
4649,2,[],"[5, 6]",7243.5
4659,2,[16],[13],7547.5
4679,4,[1],"[14, 15, 26]",8049.75
4682,2,[5],[28],8177.0
4691,3,[26],"[55, 62]",8164.0
4696,2,[45],[54],8051.0
4698,2,[4],[48],8070.5
4700,1,[12],[],8173.0
4709,0,[],[],0
4711,0,[],[],0
4712,2,[3],[54],7192.5
4720,1,[5],[],6137.0
4721,0,[],[],0
4737,0,[],[],0
4739,0,[],[],0
4740,1,[16],[],8150.0
4741,2,[4],[19],7957.5
4742,2,[12],[26],6947.5
4743,2,[],"[49, 57]",6896.5
4746,7,"[22, 35, 47, 48, 62, 63]",[14],7780.0
4759,2,[28],[11],7209.5
4764,2,[17],[23],6697.0
4782,0,[],[],0
4784,0,[],[],0
4787,2,[12],[36],7640.5
4792,0,[],[],0
4795,2,[],"[41, 57]",7140.5
4798,1,[],[46],6225.0
4812,2,[46],[17],7939.0
4816,3,[16],"[10, 20]",7606.333333333333
4822,1,[],[46],6792.0
4824,1,[],[58],6495.0
4837,0,[],[],0
4843,2,[5],[31],7806.5
4848,1,[47],[],6205.0
4858,1,[],[32],5797.0
4863,2,[3],[27],7437.5
4869,1,[29],[],8132.0
4873,5,[],"[30, 34, 35, 53, 60]",6407.6
4888,2,[8],[3],7089.0
